TXT_COLOR;de;Farben
TXT_DIMENSIONS;de;Maße
TXT_PROPS;de;Merkmale
TXT_COLOR;en;Colours
TXT_DIMENSIONS;en;Dimensions
TXT_PROPS;en;Properties
TXT_COLOR;fr;Couleurs
TXT_DIMENSIONS;fr;Dimensions
TXT_PROPS;fr;Caractéristiques
TXT_COLOR;nl;Kleuren
TXT_DIMENSIONS;nl;Afmeting
TXT_PROPS;nl;Kenmerken
