WPAPGBEE;GC37;S;X;;126.0;804.0;1;EUR;20230925;99991231;1;
WPAPGBEE;GTC1;S;X;;127.0;272.0;1;EUR;20230925;99991231;1;
WPAPGBEE;GTC2;S;X;;128.0;228.0;1;EUR;20230925;99991231;1;
WPAPGBEE;GTC3;S;X;;129.0;545.0;1;EUR;20230925;99991231;1;
WPAPGBEE;GTC4;S;X;;130.0;572.0;1;EUR;20230925;99991231;1;
WPAPGBEE;HV32L2;S;X;;131.0;386.0;1;EUR;20230925;99991231;1;
WPAPGBEE;HV32T2;S;X;;132.0;340.0;1;EUR;20230925;99991231;1;
WPAPGBEE;HV33L2;S;X;;133.0;1605.0;1;EUR;20230925;99991231;1;
WPAPGBEE;HV33T2;S;X;;134.0;1605.0;1;EUR;20230925;99991231;1;
WPAPGBEE;HV55T2;S;X;;135.0;2155.0;1;EUR;20230925;99991231;1;
WPAPGBEE;HV56L2;S;X;;136.0;1605.0;1;EUR;20230925;99991231;1;
WPAPGBEE;HV56T2;S;X;;137.0;1605.0;1;EUR;20230925;99991231;1;
WPAPGBEE;HV9L2;S;X;;138.0;385.0;1;EUR;20230925;99991231;1;
WPAPGBEE;KK01;S;X;;139.0;17.0;1;EUR;20230925;99991231;1;
WPAPGBEE;KK02;S;X;;140.0;20.5;1;EUR;20230925;99991231;1;
WPAPGBEE;KK03;S;X;;141.0;20.5;1;EUR;20230925;99991231;1;
WPAPGBEE;KK04;S;X;;142.0;21.0;1;EUR;20230925;99991231;1;
WPAPGBEE;KK05;S;X;;143.0;21.0;1;EUR;20230925;99991231;1;
WPAPGBEE;KK06;S;X;;144.0;21.0;1;EUR;20230925;99991231;1;
WPAPGBEE;KK07;S;X;;145.0;21.5;1;EUR;20230925;99991231;1;
WPAPGBEE;KK08;S;X;;146.0;50.0;1;EUR;20230925;99991231;1;
WPAPGBEE;KK09;S;X;;147.0;22.0;1;EUR;20230925;99991231;1;
WPAPGBEE;KK10;S;X;;148.0;77.5;1;EUR;20230925;99991231;1;
WPAPGBEE;KK11;S;X;;149.0;34.0;1;EUR;20230925;99991231;1;
WPAPGBEE;KK12;S;X;;150.0;28.0;1;EUR;20230925;99991231;1;
WPAPGBEE;KK13;S;X;;151.0;101.0;1;EUR;20230925;99991231;1;
WPAPGBEE;KK14;S;X;;152.0;41.5;1;EUR;20230925;99991231;1;
WPAPGBEE;KK15;S;X;;153.0;85.0;1;EUR;20230925;99991231;1;
WPAPGBEE;KK16;S;X;;154.0;42.0;1;EUR;20230925;99991231;1;
WPAPGBEE;KKL5;S;X;;155.0;39.0;1;EUR;20230925;99991231;1;
WPAPGBEE;KSS4;S;X;;156.0;56.5;1;EUR;20230925;99991231;1;
WPAPGBEE;KW20;S;X;;157.0;48.0;1;EUR;20230925;99991231;1;
WPAPGBEE;KW2114;S;X;;158.0;76.0;1;EUR;20230925;99991231;1;
WPAPGBEE;LF1;S;X;;159.0;41.5;1;EUR;20230925;99991231;1;
WPAPGBEE;NB201;S;X;;160.0;56.0;1;EUR;20230925;99991231;1;
WPAPGBEE;NB202;S;X;;161.0;61.5;1;EUR;20230925;99991231;1;
WPAPGBEE;NB301;S;X;;162.0;64.0;1;EUR;20230925;99991231;1;
WPAPGBEE;NB302;S;X;;163.0;70.0;1;EUR;20230925;99991231;1;
WPAPGBEE;NB303;S;X;;164.0;70.0;1;EUR;20230925;99991231;1;
WPAPGBEE;NB304;S;X;;165.0;70.5;1;EUR;20230925;99991231;1;
WPAPGBEE;NB307;S;X;;166.0;302.0;1;EUR;20230925;99991231;1;
WPAPGBEE;NB308;S;X;;167.0;285.0;1;EUR;20230925;99991231;1;
WPAPGBEE;NB401;S;X;;168.0;299.0;1;EUR;20230925;99991231;1;
WPAPGBEE;NB404;S;X;;169.0;1118.0;1;EUR;20230925;99991231;1;
WPAPGBEE;NB406;S;X;;170.0;257.0;1;EUR;20230925;99991231;1;
WPAPGBEE;NB407;S;X;;171.0;121.0;1;EUR;20230925;99991231;1;
WPAPGBEE;NB413;S;X;;172.0;81.0;1;EUR;20230925;99991231;1;
WPAPGBEE;NB415;S;X;;173.0;81.0;1;EUR;20230925;99991231;1;
WPAPGBEE;NB419;S;X;;174.0;627.0;1;EUR;20230925;99991231;1;
WPAPGBEE;NB420;S;X;;175.0;282.0;1;EUR;20230925;99991231;1;
WPAPGBEE;NB421;S;X;;176.0;627.0;1;EUR;20230925;99991231;1;
WPAPGBEE;NB422;S;X;;177.0;601.0;1;EUR;20230925;99991231;1;
WPAPGBEE;NB501;S;X;;178.0;614.0;1;EUR;20230925;99991231;1;
WPAPGBEE;NB502;S;X;;179.0;101.0;1;EUR;20230925;99991231;1;
WPAPGBEE;PB302;S;X;;180.0;308.0;1;EUR;20230925;99991231;1;
WPAPGBEE;PB501;S;X;;181.0;143.0;1;EUR;20230925;99991231;1;
WPAPGBEE;PB502;S;X;;182.0;1721.0;1;EUR;20230925;99991231;1;
WPAPGBEE;PB601;S;X;;183.0;160.0;1;EUR;20230925;99991231;1;
WPAPGBEE;PB801;S;X;;184.0;365.0;1;EUR;20230925;99991231;1;
WPAPGBEE;PB901;S;X;;185.0;508.0;1;EUR;20230925;99991231;1;
WPAPGBEE;PB902;S;X;;186.0;681.0;1;EUR;20230925;99991231;1;
WPAPGBEE;PIZ1;S;X;;187.0;33.0;1;EUR;20230925;99991231;1;
WPAPGBEE;VT01;S;X;;188.0;19.0;1;EUR;20230925;99991231;1;
WPAPGBEE;VT02;S;X;;189.0;32.0;1;EUR;20230925;99991231;1;
WPAPGBEE;VT03;S;X;;190.0;25.5;1;EUR;20230925;99991231;1;
WPAPGBEE;VT05;S;X;;191.0;31.5;1;EUR;20230925;99991231;1;
WPAPGBEE;VT06;S;X;;192.0;28.5;1;EUR;20230925;99991231;1;
WPAPGBEE;ZK01;S;X;;193.0;25.0;1;EUR;20230925;99991231;1;
WPAPGBEE;ZK02;S;X;;194.0;26.0;1;EUR;20230925;99991231;1;
WPAPGBEE;ZK03;S;X;;195.0;41.5;1;EUR;20230925;99991231;1;
WPAPGBEE;ZK04;S;X;;196.0;27.5;1;EUR;20230925;99991231;1;
WPAPGBEE;ZK05;S;X;;197.0;39.0;1;EUR;20230925;99991231;1;
WPAPGBEE;ZK06;S;X;;198.0;79.0;1;EUR;20230925;99991231;1;
WPAPGBEE;ZK07;S;X;;199.0;44.5;1;EUR;20230925;99991231;1;
WPAPGBEE;ZK08;S;X;;200.0;39.0;1;EUR;20230925;99991231;1;
WPAPGBEE;ZK09;S;X;;201.0;39.5;1;EUR;20230925;99991231;1;
WPAPGBEE;ZK10;S;X;;202.0;39.5;1;EUR;20230925;99991231;1;
WPAPGBEE;ZK11;S;X;;203.0;43.0;1;EUR;20230925;99991231;1;
WPAPGBEE;ZK12;S;X;;204.0;46.5;1;EUR;20230925;99991231;1;
WPAPGBEE;ZK13;S;X;;205.0;50.5;1;EUR;20230925;99991231;1;
WPAPGBEE;ZK14;S;X;;206.0;56.0;1;EUR;20230925;99991231;1;
WPAPGBEF;;S;B;;;294.0;1;EUR;20230925;99991231;1;
WPAPGBEF;AP35;S;X;;107.0;152.0;1;EUR;20230925;99991231;1;
WPAPGBEF;DY1;S;X;;108.0;78.0;1;EUR;20230925;99991231;1;
WPAPGBEF;DY11;S;X;;109.0;20.5;1;EUR;20230925;99991231;1;
WPAPGBEF;DY5;S;X;;110.0;69.0;1;EUR;20230925;99991231;1;
WPAPGBEF;E01;S;X;;111.0;91.5;1;EUR;20230925;99991231;1;
WPAPGBEF;E02;S;X;;112.0;91.5;1;EUR;20230925;99991231;1;
WPAPGBEF;E03;S;X;;113.0;86.0;1;EUR;20230925;99991231;1;
WPAPGBEF;E21;S;X;;114.0;293.0;1;EUR;20230925;99991231;1;
WPAPGBEF;E22;S;X;;115.0;325.0;1;EUR;20230925;99991231;1;
WPAPGBEF;FSD1;S;X;;116.0;-30.0;1;EUR;20230925;99991231;1;
WPAPGBEF;FSD10;S;X;;117.0;-30.0;1;EUR;20230925;99991231;1;
WPAPGBEF;FSD11;S;X;;118.0;-30.0;1;EUR;20230925;99991231;1;
WPAPGBEF;FSD15;S;X;;119.0;56.0;1;EUR;20230925;99991231;1;
WPAPGBEF;FSD16;S;X;;120.0;56.0;1;EUR;20230925;99991231;1;
WPAPGBEF;FSD21;S;X;;121.0;28.0;1;EUR;20230925;99991231;1;
WPAPGBEF;FSD3;S;X;;122.0;52.0;1;EUR;20230925;99991231;1;
WPAPGBEF;GC20;S;X;;123.0;1124.0;1;EUR;20230925;99991231;1;
WPAPGBEF;GC31;S;X;;124.0;322.0;1;EUR;20230925;99991231;1;
WPAPGBEF;GC36;S;X;;125.0;792.0;1;EUR;20230925;99991231;1;
WPAPGBEF;GC37;S;X;;126.0;804.0;1;EUR;20230925;99991231;1;
WPAPGBEF;GTC1;S;X;;127.0;272.0;1;EUR;20230925;99991231;1;
WPAPGBEF;GTC2;S;X;;128.0;228.0;1;EUR;20230925;99991231;1;
WPAPGBEF;GTC3;S;X;;129.0;545.0;1;EUR;20230925;99991231;1;
WPAPGBEF;GTC4;S;X;;130.0;572.0;1;EUR;20230925;99991231;1;
WPAPGBEF;HV32L2;S;X;;131.0;386.0;1;EUR;20230925;99991231;1;
WPAPGBEF;HV32T2;S;X;;132.0;340.0;1;EUR;20230925;99991231;1;
WPAPGBEF;HV33L2;S;X;;133.0;1605.0;1;EUR;20230925;99991231;1;
WPAPGBEF;HV33T2;S;X;;134.0;1605.0;1;EUR;20230925;99991231;1;
WPAPGBEF;HV55T2;S;X;;135.0;2155.0;1;EUR;20230925;99991231;1;
WPAPGBEF;HV56L2;S;X;;136.0;1605.0;1;EUR;20230925;99991231;1;
WPAPGBEF;HV56T2;S;X;;137.0;1605.0;1;EUR;20230925;99991231;1;
WPAPGBEF;HV9L2;S;X;;138.0;385.0;1;EUR;20230925;99991231;1;
WPAPGBEF;KK01;S;X;;139.0;17.0;1;EUR;20230925;99991231;1;
WPAPGBEF;KK02;S;X;;140.0;20.5;1;EUR;20230925;99991231;1;
WPAPGBEF;KK03;S;X;;141.0;20.5;1;EUR;20230925;99991231;1;
WPAPGBEF;KK04;S;X;;142.0;21.0;1;EUR;20230925;99991231;1;
WPAPGBEF;KK05;S;X;;143.0;21.0;1;EUR;20230925;99991231;1;
WPAPGBEF;KK06;S;X;;144.0;21.0;1;EUR;20230925;99991231;1;
WPAPGBEF;KK07;S;X;;145.0;21.5;1;EUR;20230925;99991231;1;
WPAPGBEF;KK08;S;X;;146.0;50.0;1;EUR;20230925;99991231;1;
WPAPGBEF;KK09;S;X;;147.0;22.0;1;EUR;20230925;99991231;1;
WPAPGBEF;KK10;S;X;;148.0;77.5;1;EUR;20230925;99991231;1;
WPAPGBEF;KK11;S;X;;149.0;34.0;1;EUR;20230925;99991231;1;
WPAPGBEF;KK12;S;X;;150.0;28.0;1;EUR;20230925;99991231;1;
WPAPGBEF;KK13;S;X;;151.0;101.0;1;EUR;20230925;99991231;1;
WPAPGBEF;KK14;S;X;;152.0;41.5;1;EUR;20230925;99991231;1;
WPAPGBEF;KK15;S;X;;153.0;85.0;1;EUR;20230925;99991231;1;
WPAPGBEF;KK16;S;X;;154.0;42.0;1;EUR;20230925;99991231;1;
WPAPGBEF;KKL5;S;X;;155.0;39.0;1;EUR;20230925;99991231;1;
WPAPGBEF;KSS4;S;X;;156.0;56.5;1;EUR;20230925;99991231;1;
WPAPGBEF;KW20;S;X;;157.0;48.0;1;EUR;20230925;99991231;1;
WPAPGBEF;KW2114;S;X;;158.0;76.0;1;EUR;20230925;99991231;1;
WPAPGBEF;LF1;S;X;;159.0;41.5;1;EUR;20230925;99991231;1;
WPAPGBEF;NB201;S;X;;160.0;56.0;1;EUR;20230925;99991231;1;
WPAPGBEF;NB202;S;X;;161.0;61.5;1;EUR;20230925;99991231;1;
WPAPGBEF;NB301;S;X;;162.0;64.0;1;EUR;20230925;99991231;1;
WPAPGBEF;NB302;S;X;;163.0;70.0;1;EUR;20230925;99991231;1;
WPAPGBEF;NB303;S;X;;164.0;70.0;1;EUR;20230925;99991231;1;
WPAPGBEF;NB304;S;X;;165.0;70.5;1;EUR;20230925;99991231;1;
WPAPGBEF;NB307;S;X;;166.0;302.0;1;EUR;20230925;99991231;1;
WPAPGBEF;NB308;S;X;;167.0;285.0;1;EUR;20230925;99991231;1;
WPAPGBEF;NB401;S;X;;168.0;299.0;1;EUR;20230925;99991231;1;
WPAPGBEF;NB404;S;X;;169.0;1118.0;1;EUR;20230925;99991231;1;
WPAPGBEF;NB406;S;X;;170.0;257.0;1;EUR;20230925;99991231;1;
WPAPGBEF;NB407;S;X;;171.0;121.0;1;EUR;20230925;99991231;1;
WPAPGBEF;NB413;S;X;;172.0;81.0;1;EUR;20230925;99991231;1;
WPAPGBEF;NB415;S;X;;173.0;81.0;1;EUR;20230925;99991231;1;
WPAPGBEF;NB419;S;X;;174.0;627.0;1;EUR;20230925;99991231;1;
WPAPGBEF;NB420;S;X;;175.0;282.0;1;EUR;20230925;99991231;1;
WPAPGBEF;NB421;S;X;;176.0;627.0;1;EUR;20230925;99991231;1;
WPAPGBEF;NB422;S;X;;177.0;601.0;1;EUR;20230925;99991231;1;
WPAPGBEF;NB501;S;X;;178.0;614.0;1;EUR;20230925;99991231;1;
WPAPGBEF;NB502;S;X;;179.0;101.0;1;EUR;20230925;99991231;1;
WPAPGBEF;PB302;S;X;;180.0;308.0;1;EUR;20230925;99991231;1;
WPAPGBEF;PB501;S;X;;181.0;143.0;1;EUR;20230925;99991231;1;
WPAPGBEF;PB502;S;X;;182.0;1721.0;1;EUR;20230925;99991231;1;
WPAPGBEF;PB601;S;X;;183.0;160.0;1;EUR;20230925;99991231;1;
WPAPGBEF;PB801;S;X;;184.0;365.0;1;EUR;20230925;99991231;1;
WPAPGBEF;PB901;S;X;;185.0;508.0;1;EUR;20230925;99991231;1;
WPAPGBEF;PB902;S;X;;186.0;681.0;1;EUR;20230925;99991231;1;
WPAPGBEF;PIZ1;S;X;;187.0;33.0;1;EUR;20230925;99991231;1;
WPAPGBEF;VT01;S;X;;188.0;19.0;1;EUR;20230925;99991231;1;
WPAPGBEF;VT02;S;X;;189.0;32.0;1;EUR;20230925;99991231;1;
WPAPGBEF;VT03;S;X;;190.0;25.5;1;EUR;20230925;99991231;1;
WPAPGBEF;VT05;S;X;;191.0;31.5;1;EUR;20230925;99991231;1;
WPAPGBEF;VT06;S;X;;192.0;28.5;1;EUR;20230925;99991231;1;
WPAPGBEF;ZK01;S;X;;193.0;25.0;1;EUR;20230925;99991231;1;
WPAPGBEF;ZK02;S;X;;194.0;26.0;1;EUR;20230925;99991231;1;
WPAPGBEF;ZK03;S;X;;195.0;41.5;1;EUR;20230925;99991231;1;
WPAPGBEF;ZK04;S;X;;196.0;27.5;1;EUR;20230925;99991231;1;
WPAPGBEF;ZK05;S;X;;197.0;39.0;1;EUR;20230925;99991231;1;
WPAPGBEF;ZK06;S;X;;198.0;79.0;1;EUR;20230925;99991231;1;
WPAPGBEF;ZK07;S;X;;199.0;44.5;1;EUR;20230925;99991231;1;
WPAPGBEF;ZK08;S;X;;200.0;39.0;1;EUR;20230925;99991231;1;
WPAPGBEF;ZK09;S;X;;201.0;39.5;1;EUR;20230925;99991231;1;
WPAPGBEF;ZK10;S;X;;202.0;39.5;1;EUR;20230925;99991231;1;
WPAPGBEF;ZK11;S;X;;203.0;43.0;1;EUR;20230925;99991231;1;
WPAPGBEF;ZK12;S;X;;204.0;46.5;1;EUR;20230925;99991231;1;
WPAPGBEF;ZK13;S;X;;205.0;50.5;1;EUR;20230925;99991231;1;
WPAPGBEF;ZK14;S;X;;206.0;56.0;1;EUR;20230925;99991231;1;
WPAPGDB;;S;B;;;353.0;1;EUR;20230925;99991231;1;
WPAPGDB;AD1;S;X;;367.0;90.0;1;EUR;20230925;99991231;1;
WPAPGDB;AD2;S;X;;368.0;180.0;1;EUR;20230925;99991231;1;
WPAPGDB;AD3;S;X;;369.0;274.0;1;EUR;20230925;99991231;1;
WPAPGDB;DB1414;S;X;;370.0;7.8;1;EUR;20230925;99991231;1;
WPAPGDB;DB1416;S;X;;371.0;7.8;1;EUR;20230925;99991231;1;
WPAPGDB;DB1418;S;X;;372.0;7.8;1;EUR;20230925;99991231;1;
WPAPGDB;DB1614;S;X;;373.0;15.5;1;EUR;20230925;99991231;1;
WPAPGDB;DB1616;S;X;;374.0;15.5;1;EUR;20230925;99991231;1;
WPAPGDB;DB1618;S;X;;375.0;15.5;1;EUR;20230925;99991231;1;
WPAPGDB;DB1814;S;X;;376.0;67.5;1;EUR;20230925;99991231;1;
WPAPGDB;DB1816;S;X;;377.0;67.5;1;EUR;20230925;99991231;1;
WPAPGDB;DB1818;S;X;;378.0;67.5;1;EUR;20230925;99991231;1;
WPAPGDB;DB2014;S;X;;379.0;75.0;1;EUR;20230925;99991231;1;
WPAPGDB;DB2016;S;X;;380.0;75.0;1;EUR;20230925;99991231;1;
WPAPGDB;DB2018;S;X;;381.0;75.0;1;EUR;20230925;99991231;1;
WPAPGDB;DY1;S;X;;108.0;156.0;1;EUR;20230925;99991231;1;
WPAPGDB;DY11;S;X;;109.0;41.0;1;EUR;20230925;99991231;1;
WPAPGDB;DY5;S;X;;110.0;138.0;1;EUR;20230925;99991231;1;
WPAPGDB;DY7;S;X;;;246.0;1;EUR;20230925;99991231;1;
WPAPGDB;DY8;S;X;;;246.0;1;EUR;20230925;99991231;1;
WPAPGDB;E01;S;X;;111.0;183.0;1;EUR;20230925;99991231;1;
WPAPGDB;E02;S;X;;112.0;183.0;1;EUR;20230925;99991231;1;
WPAPGDB;E03;S;X;;113.0;172.0;1;EUR;20230925;99991231;1;
WPAPGDB;E21;S;X;;114.0;586.0;1;EUR;20230925;99991231;1;
WPAPGDB;E22;S;X;;115.0;650.0;1;EUR;20230925;99991231;1;
WPAPGDB;HV32L2;S;X;;131.0;939.0;1;EUR;20230925;99991231;1;
WPAPGDB;HV32T2;S;X;;132.0;845.0;1;EUR;20230925;99991231;1;
WPAPGDB;HV33L2;S;X;;133.0;3379.0;1;EUR;20230925;99991231;1;
WPAPGDB;HV33T2;S;X;;134.0;3379.0;1;EUR;20230925;99991231;1;
WPAPGDB;HV56L2;S;X;;136.0;3379.0;1;EUR;20230925;99991231;1;
WPAPGDB;HV56T2;S;X;;137.0;3379.0;1;EUR;20230925;99991231;1;
WPAPGDB;HV9L2;S;X;;138.0;939.0;1;EUR;20230925;99991231;1;
WPAPGDB;KAF414;S;X;;382.0;153.0;1;EUR;20230925;99991231;1;
WPAPGDB;KAF416;S;X;;383.0;177.0;1;EUR;20230925;99991231;1;
WPAPGDB;KAF418;S;X;;384.0;215.0;1;EUR;20230925;99991231;1;
WPAPGDB;KAF420;S;X;;385.0;254.0;1;EUR;20230925;99991231;1;
WPAPGDB;KK01;S;X;;139.0;17.0;1;EUR;20230925;99991231;1;
WPAPGDB;KK02;S;X;;140.0;20.5;1;EUR;20230925;99991231;1;
WPAPGDB;KK03;S;X;;141.0;20.5;1;EUR;20230925;99991231;1;
WPAPGDB;KK04;S;X;;142.0;21.0;1;EUR;20230925;99991231;1;
WPAPGDB;KK05;S;X;;143.0;21.0;1;EUR;20230925;99991231;1;
WPAPGDB;KK06;S;X;;144.0;21.0;1;EUR;20230925;99991231;1;
WPAPGDB;KK07;S;X;;145.0;21.5;1;EUR;20230925;99991231;1;
WPAPGDB;KK08;S;X;;146.0;50.0;1;EUR;20230925;99991231;1;
WPAPGDB;KK09;S;X;;147.0;22.0;1;EUR;20230925;99991231;1;
WPAPGDB;KK10;S;X;;148.0;77.5;1;EUR;20230925;99991231;1;
WPAPGDB;KK11;S;X;;149.0;34.0;1;EUR;20230925;99991231;1;
WPAPGDB;KK12;S;X;;150.0;28.0;1;EUR;20230925;99991231;1;
WPAPGDB;KK13;S;X;;151.0;101.0;1;EUR;20230925;99991231;1;
WPAPGDB;KK14;S;X;;152.0;41.5;1;EUR;20230925;99991231;1;
WPAPGDB;KK15;S;X;;153.0;85.0;1;EUR;20230925;99991231;1;
WPAPGDB;KK16;S;X;;154.0;42.0;1;EUR;20230925;99991231;1;
WPAPGDB;KKL5;S;X;;155.0;78.0;1;EUR;20230925;99991231;1;
WPAPGDB;KSS4;S;X;;156.0;113.0;1;EUR;20230925;99991231;1;
WPAPGDB;KW1512;S;X;;386.0;235.0;1;EUR;20230925;99991231;1;
WPAPGDB;KW1514;S;X;;387.0;243.0;1;EUR;20230925;99991231;1;
WPAPGDB;KW1516;S;X;;388.0;252.0;1;EUR;20230925;99991231;1;
WPAPGDB;KW1518;S;X;;389.0;262.0;1;EUR;20230925;99991231;1;
WPAPGDB;KW1520;S;X;;390.0;272.0;1;EUR;20230925;99991231;1;
WPAPGDB;KW1810;S;X;;391.0;115.0;1;EUR;20230925;99991231;1;
WPAPGDB;KW1812;S;X;;392.0;128.0;1;EUR;20230925;99991231;1;
WPAPGDB;KW1814;S;X;;393.0;133.0;1;EUR;20230925;99991231;1;
WPAPGDB;KW1816;S;X;;394.0;143.0;1;EUR;20230925;99991231;1;
WPAPGDB;KW1818;S;X;;395.0;152.0;1;EUR;20230925;99991231;1;
WPAPGDB;KW18G16;S;X;;396.0;226.0;1;EUR;20230925;99991231;1;
WPAPGDB;KW18G18;S;X;;397.0;248.0;1;EUR;20230925;99991231;1;
WPAPGDB;KW1910;S;X;;398.0;132.0;1;EUR;20230925;99991231;1;
WPAPGDB;KW1912;S;X;;399.0;143.0;1;EUR;20230925;99991231;1;
WPAPGDB;KW1914;S;X;;400.0;152.0;1;EUR;20230925;99991231;1;
WPAPGDB;KW1916;S;X;;401.0;163.0;1;EUR;20230925;99991231;1;
WPAPGDB;KW1918;S;X;;402.0;176.0;1;EUR;20230925;99991231;1;
WPAPGDB;KW19G16;S;X;;403.0;250.0;1;EUR;20230925;99991231;1;
WPAPGDB;KW19G18;S;X;;404.0;276.0;1;EUR;20230925;99991231;1;
WPAPGDB;KW20;S;X;;157.0;96.0;1;EUR;20230925;99991231;1;
WPAPGDB;KW2110;S;X;;405.0;132.0;1;EUR;20230925;99991231;1;
WPAPGDB;KW2112;S;X;;406.0;143.0;1;EUR;20230925;99991231;1;
WPAPGDB;KW2114;S;X;;158.0;152.0;1;EUR;20230925;99991231;1;
WPAPGDB;KW2116;S;X;;407.0;163.0;1;EUR;20230925;99991231;1;
WPAPGDB;KW2118;S;X;;408.0;176.0;1;EUR;20230925;99991231;1;
WPAPGDB;KW21G16;S;X;;409.0;250.0;1;EUR;20230925;99991231;1;
WPAPGDB;KW21G18;S;X;;410.0;276.0;1;EUR;20230925;99991231;1;
WPAPGDB;KW2412;S;X;;411.0;132.0;1;EUR;20230925;99991231;1;
WPAPGDB;KW2414;S;X;;412.0;143.0;1;EUR;20230925;99991231;1;
WPAPGDB;KW2416;S;X;;413.0;152.0;1;EUR;20230925;99991231;1;
WPAPGDB;KW2418;S;X;;414.0;163.0;1;EUR;20230925;99991231;1;
WPAPGDB;KW2420;S;X;;415.0;176.0;1;EUR;20230925;99991231;1;
WPAPGDB;KW512;S;X;;416.0;270.0;1;EUR;20230925;99991231;1;
WPAPGDB;KW514;S;X;;417.0;282.0;1;EUR;20230925;99991231;1;
WPAPGDB;KW516;S;X;;418.0;294.0;1;EUR;20230925;99991231;1;
WPAPGDB;KW518;S;X;;419.0;311.0;1;EUR;20230925;99991231;1;
WPAPGDB;KW520;S;X;;420.0;328.0;1;EUR;20230925;99991231;1;
