ZZ_AS_GESTELL_BENCH;ELEKTRO;14;259.0;60.0;C;4;0;1;0;0;0;C;0;
ZZ_AS_GESTELL_BENCH;STECKDOSE_2_FACH;15;267.0;61.0;C;5;0;1;0;0;0;C;0;
ZZ_AS_GESTELL_BENCH;BESTUECKUNG_1_2FACH;16;271.0;62.0;C;5;0;0;0;0;0;C;0;
ZZ_AS_GESTELL_BENCH;BESTUECKUNG_2_2FACH;17;274.0;63.0;C;5;0;0;0;0;0;C;0;
ZZ_AS_GESTELL_BENCH;STECKDOSE_3_FACH;18;275.0;61.0;C;5;0;1;0;0;0;C;0;
ZZ_AS_GESTELL_BENCH;BESTUECKUNG_1_3FACH;19;279.0;64.0;C;5;0;0;0;0;0;C;0;
ZZ_AS_GESTELL_BENCH;BESTUECKUNG_2_3FACH;20;286.0;65.0;C;5;0;0;0;0;0;C;0;
ZZ_AS_GESTELL_BENCH;STECKDOSE_4_FACH;21;287.0;61.0;C;5;0;1;0;0;0;C;0;
ZZ_AS_GESTELL_BENCH;BESTUECKUNG_1_4FACH;22;291.0;66.0;C;5;0;0;0;0;0;C;0;
ZZ_AS_GESTELL_BENCH;BESTUECKUNG_2_4FACH;23;302.0;67.0;C;5;0;0;0;0;0;C;0;
ZZ_AS_GESTELL_BENCH;STECKDOSE_5_FACH;24;303.0;61.0;C;5;0;1;0;0;0;C;0;
ZZ_AS_GESTELL_BENCH;BESTUECKUNG_1_5FACH;25;307.0;68.0;C;5;0;0;0;0;0;C;0;
ZZ_AS_GESTELL_BENCH;BESTUECKUNG_2_5FACH;26;310.0;69.0;C;5;0;0;0;0;0;C;0;
ZZ_AS_GESTELL_BENCH;BESTUECKUNG_1_PROFB;27;311.0;61.0;C;5;0;1;0;0;0;C;0;
ZZ_AS_GESTELL_BENCH;ZUFUEHRKABEL_1;28;320.0;61.0;C;5;0;1;0;0;0;C;0;
ZZ_AS_GESTELL_BENCH;ZUFUEHRKABEL_2;29;336.0;72.0;C;4;0;1;0;0;0;C;0;
ZZ_AS_GESTELL_BENCH;KUPPLUNGSKABEL_1;30;338.0;61.0;C;5;0;1;0;0;0;C;0;
ZZ_AS_GESTELL_BENCH;KUPPLUNGSKABEL_2;31;355.0;73.0;C;5;0;1;0;0;0;C;0;
ZZ_AS_GESTELL_BENCH;VERTEILER_1;32;357.0;61.0;C;5;0;1;0;0;0;C;0;
ZZ_AS_GESTELL_BENCH;PLATTENSTAERKE;33;67.0;;C;5;0;1;0;0;0;C;0;
ZZ_AS_GESTELL_BENCH;POS_ADAPTER;34;439.0;83.0;C;5;0;1;0;0;0;C;0;
ZZ_AS_GESTELL_BENCH;GST_EINGER;35;448.0;88.0;C;4;0;1;0;0;0;C;0;
ZZ_AS_GESTELL_BENCH;LIEFERUNG;36;84.0;74.0;C;3;0;1;0;0;0;C;0;
ZZ_AS_GESTELL_BENCH;MATNR;37;87.0;;C;18;0;0;0;0;0;R;0;
ZZ_AS_GESTELL_BENCH;CACHE;38;;;N;4;2;0;0;0;0;R;0;
ZZ_AS_GESTELL_BENCH;CACHE_2;39;;;C;6;0;0;0;0;0;R;0;
ZZ_AS_GESTELL_BENCH;CACHE_4;40;;;C;6;0;0;0;0;0;R;0;
ZZ_AS_GESTELL_BENCH;TZWISCHENSPEICHER2;41;;;N;6;3;1;0;0;0;R;0;
ZZ_AS_GESTELL_BENCH;TGEWICHT;42;;;N;6;3;1;0;0;0;R;0;
ZZ_AS_GESTELL_NORMAL;B1_TI;1;16.0;;N;4;0;1;0;0;0;C;0;
ZZ_AS_GESTELL_NORMAL;T1_TI;2;19.0;;N;4;0;1;0;0;0;C;0;
ZZ_AS_GESTELL_NORMAL;GST_DESIGN;3;24.0;27.0;C;4;0;1;0;0;0;C;0;
ZZ_AS_GESTELL_NORMAL;F2;4;212.0;28.0;C;4;0;1;0;0;0;C;0;
ZZ_AS_GESTELL_NORMAL;H_VERSTELL;5;214.0;;C;5;0;1;0;0;0;C;0;
ZZ_AS_GESTELL_NORMAL;DISPLAY;6;219.0;35.0;C;4;0;1;0;0;0;C;0;
ZZ_AS_GESTELL_NORMAL;F211;7;224.0;36.0;C;2;0;1;0;0;0;C;0;
ZZ_AS_GESTELL_NORMAL;PIEZO;8;225.0;37.0;C;5;0;1;0;0;0;C;0;
ZZ_AS_GESTELL_NORMAL;FUSS_DESIGN;9;228.0;39.0;C;5;0;1;0;0;0;C;0;
ZZ_AS_GESTELL_NORMAL;F11;10;237.0;48.0;C;3;0;1;0;0;0;C;0;
ZZ_AS_GESTELL_NORMAL;GST_EINGER;11;448.0;88.0;C;4;0;1;0;0;0;C;0;
ZZ_AS_GESTELL_NORMAL;GST_COVER;12;238.0;51.0;C;4;0;1;0;0;0;C;0;
ZZ_AS_GESTELL_NORMAL;F213;13;244.0;54.0;C;4;0;1;0;0;0;C;0;
ZZ_AS_GESTELL_NORMAL;F214;14;245.0;55.0;C;4;0;1;0;0;0;C;0;
ZZ_AS_GESTELL_NORMAL;ROLLEN_B4;15;474.0;106.0;C;3;0;1;0;0;0;C;0;
ZZ_AS_GESTELL_NORMAL;F127;16;477.0;108.0;C;2;0;1;0;0;0;C;0;
ZZ_AS_GESTELL_NORMAL;H_AUSGLEICH;17;246.0;56.0;C;4;0;1;0;0;0;C;0;
ZZ_AS_GESTELL_NORMAL;RETURN;18;478.0;109.0;C;3;0;1;0;0;0;C;0;
